コード,銘柄名,対象外,IRニュースURL,備考,出来高13万以上かつ株価100円以上
6303,ササクラ,,http://www.sasakura.co.jp/ir/news.cgi,,0
6305,日立建機,,https://www.hitachicm.com/global/ja/ir/news/,,1
6306,日工,,https://www.nikko-net.co.jp/news/#ir,,0
6307,サンセイ,,https://sansei-group.co.jp/pages/35/,,0
6309,巴工業,,https://www.tomo-e.co.jp/ir/news.html,,0
6310,井関農機,,https://www.iseki.co.jp/ir/news/,,0
6312,フロイント産業,,https://www.freund.co.jp/news/2023/,2023年用,0
6315,ＴＯＷＡ,,https://www.towajapan.co.jp/jp/news/2023/,2023年用,1
6316,丸山製作所,,https://www.maruyama.co.jp/ir/news/,,0
6317,北川鉄工所,,https://www.kiw.co.jp/news/index.html,,0
6319,シンニッタン,,https://www.snt.co.jp/tax_ir_info/ir/,,0
6322,タクミナ,,https://www.tacmina.co.jp/ir/highlight/,,0
6323,ローツェ,,https://www.rorze.com/ir/news.php,,1
6324,ハーモニック・ドライブ・システムズ,,https://www.hds.co.jp/news/,,1
6325,タカキタ,,https://www.takakita-net.co.jp/?page_id=61,,0
6326,クボタ,,https://www.kubota.co.jp/ir/news-support/news/index.html,,1
6327,北川精機,,https://kitagawaseiki.co.jp/ir/,,0
6328,荏原実業,,https://www.ejk.co.jp/ir/news.html,,0
6330,東洋エンジニアリング,,https://www.toyo-eng.com/jp/ja/investors/ir/year/,,0
6331,三菱化工機,,https://www.kakoki.co.jp/ir/e-announcement/index.html,微妙,0
6332,月島機械,,https://www.tsk-g.co.jp/news/,,0
6333,帝国電機製作所,,https://www.teikokudenki.co.jp/ir/,,0
6334,明治機械,,https://investor.meiji-kikai.co.jp/ja/ir/ir-news.html,,0
6335,東京機械製作所,,https://www.tks-net.co.jp/news/,,0
6336,石井表記,,https://www.ishiihyoki.co.jp/IR/news/,,0
6337,テセック,,http://www.tesec.co.jp/news/?nc_session=fb4233fa585ec0c399a73f25b1e7b5c0,,0
6338,タカトリ,,http://www.takatori-g.co.jp/ir/,,1
6339,新東工業,,https://www.sinto.co.jp/ir/news/date/2023/,2023年用,0
6340,澁谷工業,,https://www.shibuya.co.jp/ir/news.html,,0
6342,太平製作所,,http://www.taihei-ss.co.jp/index.html,全然更新ない模様,0
6343,フリージア・マクロス,,http://www.freesiamacross-extruder.com/jp/investors_relations.html,,0
6345,アイチコーポレーション,,https://www.aichi-corp.co.jp/ir/news/2023,2023年用,0
6346,キクカワエンタープライズ,,http://www.kikukawa.co.jp/news/,,0
6347,プラコー,,https://www.placo.co.jp/ir_info.html,,0
6349,小森コーポレーション,,https://www.komori.com/ir/ja/press.php,,0
6351,鶴見製作所,,https://www.tsurumipump.co.jp/ir/news/,,0
6355,住友精密工業,,https://www.spp.co.jp/ir/news_list/index.html,,0
6356,日本ギア工業,,https://www.nippon-gear.jp/ir/news/,,0
6357,三精テクノロジーズ,,https://www.sansei-technologies.com/ir/press/,,0
6358,酒井重工業,,https://www.sakainet.co.jp/news/,,0
6360,東京自働機械製作所,,https://www.tam-tokyo.co.jp/ir/,,0
6361,荏原製作所,,https://www.ebara.co.jp/ir/news/index.html,,1
6362,石井鐵工所,,https://www.ishii-iiw.co.jp/ir/,,0
6363,酉島製作所,,https://www.torishima.co.jp/category/ir/,,0
6364,北越工業,,https://www.airman.co.jp/ir/news/,,0
6365,電業社機械製作所,,https://www.dmw.co.jp/ir/release.html,,0
6366,千代田化工建設,,https://www.chiyodacorp.com/jp/media/#all,日付が一部アルファベッド,1
6367,ダイキン工業,,https://www.daikin.co.jp/press,,1
6368,オルガノ,,https://www.organo.co.jp/ir/report/,,1
6369,トーヨーカネツ,,https://www.toyokanetsu.co.jp/ir/index.html,,0
6370,栗田工業,,https://ir.kurita.co.jp/ir_news/index.html,,0
6371,椿本チエイン,,https://www.tsubakimoto.jp/company/news/ir/,,0
6373,大同工業,,https://www.did-daido.co.jp/ir/news/,,0
6376,日機装,,https://www.nikkiso.co.jp/ir/news/,,1
6378,木村化工機,,https://www.kcpc.co.jp/irinformation/time/,日付が異なる,0
6379,レイズネクスト,,https://www.raiznext.co.jp/news/index.html,,0
6380,オリエンタルチエン工業,,https://www.ocm.co.jp/koukoku.html,,0
6381,アネスト岩田,,https://www.anestiwata-corp.com/jp/ir/news,,0
6382,トリニティ工業,,https://www.trinityind.co.jp/news/,,0
6383,ダイフク,,https://www.daifuku.com/jp/ir/news/,,1
6384,昭和真空,,https://www.showashinku.co.jp/ir/kaiji_o.html,,0
6387,サムコ,,https://www.samco.co.jp/whatsnew/investor/,,0
6390,加藤製作所,,https://www.kato-works.co.jp/ir/html/topics2023.html,2023年用,0
6391,加地テック,,https://www.kajitech.com/ir/ir-open/,,0
6392,ヤマダコーポレーション,,https://yamadacorp.co.jp/ir/pressrelease/,,0
6393,油研工業,,https://www.yuken.co.jp/news/index#tab02_03,,0
6395,タダノ,,https://www.tadano.co.jp/news/2023/index.html,2023年用,1
6396,宇野澤組鐵工所,,https://www.unozawa.co.jp/news/,,0
6400,不二精機,,https://www.fujiseiki.com/ir_news/,,0
6402,兼松エンジニアリング,,http://www.kanematsu-eng.jp/ir.html,,0
6403,水道機工,,https://www.suiki.co.jp/ir/news/,,0
6405,鈴茂器工,,https://www.suzumo.co.jp/ir/news.html,,0
6406,フジテック,,https://www.fujitec.co.jp/ir/news,,1
6407,ＣＫＤ,,https://www.ckd.co.jp/ir/newsrelease/,,1
6408,小倉クラッチ,,https://www.oguraclutch.co.jp/ir/ir-library/#ir_news,,0
6409,（株）キトー,,https://kito.com/jp/ir/irnews/,,0
6411,中野冷機,,https://nakano-reiki.com/ir/,,0
6412,平和,,https://www.heiwanet.co.jp/ir/newslist/,,1
6413,理想科学工業,,https://www.riso.co.jp/company/ir/irnews/2023.html,2023年用,0
6416,桂川電機,,http://kiphq.co.jp/ir/index.html,,0
6417,ＳＡＮＫＹＯ,,https://www.sankyo-fever.co.jp/corporate/ir/timely.html,,1
6418,日本金銭機械,,https://www.jcm-hq.co.jp/ir/release/archive.html?year=2013,,0
6419,（株）マースグループホールディングス,,http://www.mars-ghd.co.jp/news.html,,0
6420,フクシマガリレイ,,https://www.galilei.co.jp/ir/news/,,0
6424,高見沢サイバネティックス,,https://www.tacy.co.jp/ir/,,0
6425,（株）ユニバーサルエンターテインメント,,https://www.universal-777.com/corporate/ir/release/,,1
6428,オーイズミ,,https://oizumi.co.jp/ir/news.html,,0
6430,ダイコク電機,,https://www.daikoku.co.jp/ir/ir_library/other/,,0
6432,竹内製作所,,https://www.takeuchi-mfg.co.jp/ir/press.html,,1
6433,ヒーハイスト,,https://www.hephaist.co.jp/ir/topics.html,,0
6436,アマノ,,https://www.amano.co.jp/ir/news/,,0
6439,中日本鋳工,,https://www.nakachuko.co.jp/index.html,,0
6440,ＪＵＫＩ,,https://www.juki.co.jp/topics/,,1
6444,サンデン,,https://www.sanden.co.jp/ir/news/index.html,,1
6445,（株）ジャノメ,,https://www.janome.co.jp/news/#tab02,,0
6448,ブラザー工業,,https://global.brother/ja/investor/news/news-2023,2023年用,1
6454,マックス,,https://www.max-ltd.co.jp/about/ir/ir_news/,,0
6455,（株）モリタホールディングス,,https://www.morita119.com/ir/news/,,0
6457,グローリー,,https://www.glory.co.jp/ir/ir_news/,,1
6458,新晃工業,,https://www.sinko.co.jp/news/ir/,,0
6459,大和冷機工業,,http://www.drk.co.jp/ir/,,0
6460,セガサミーホールディングス,,https://www.segasammy.co.jp/japanese/ir/release/sshd/sshdNewsList.do,,1
6461,日本ピストンリング,,https://www.npr.co.jp/news/index.html,,0
6462,リケン,,https://www.rikenvitamin.jp/ir/topics/,,0
6463,ＴＰＲ,,https://tpr.co.jp/ir/,,0
6464,（株）ツバキ・ナカシマ,,https://www.tsubaki-nakashima.com/jp/ir/,,1
6465,ホシザキ,,https://www.hoshizaki.co.jp/ir/news/,,1
6466,（株）ＴＶＥ,,https://www.toavalve.co.jp/ir/release/,,0
6467,ニチダイ,,https://www.nichidai.jp/news/news.cgi,,0
6469,放電精密加工研究所,,https://www.hsk.co.jp/ja/ir/news.html,,0
6470,大豊工業,,https://www.taihonet.co.jp/investorrelations/index.html,,0
6471,日本精工,,https://www.nsk.com/jp/company/news/news-list.html,,1
6472,ＮＴＮ,,https://www.ntn.co.jp/japan/news/ir/index.html,,1
6473,（株）ジェイテクト,,https://www.jtekt.co.jp/ir/ir_news.html,,1
6474,不二越,,http://www.nachi-fujikoshi.co.jp/news/index.html,,0
6479,ミネベアミツミ,1,,,
6480,日本トムソン,,https://www.ikont.co.jp/ir/news.html,,1
6481,ＴＨＫ,,https://www.thk.com/?q=jp/node/6788,,1
6482,ユーシン精機,,https://ir.ype.co.jp/ja/PressRelease.html,,0
6484,ＫＶＫ,,https://www.kvk.co.jp/ir/release/index.html,,0
6485,前澤給装工業,,https://www.qso.co.jp/ir_release.html,,0
6486,イーグル工業,,https://www.ekkeagle.com/jp/press/index.html,,0
6488,ヨシタケ,,https://www.yoshitake.co.jp/news/news_list?id=03,,0
6489,前沢工業,,https://www.maezawa.co.jp/ja/ir/disclosure.html,,0
6490,日本ピラー工業,,https://www.pillar.co.jp/ja/ir/news/,,0
6492,岡野バルブ製造,,https://okano-valve.co.jp/ir-news/,,0
6493,（株）ＮＩＴＴＡＮ,,https://www.niv.co.jp/ir/news/,,0
6494,（株）ＮＦＫホールディングス,,http://www.nfk-hd.co.jp/news/,,0
6495,宮入バルブ製作所,,http://www.miyairi-valve.co.jp/ir/,,0
6496,中北製作所,,https://www.nakakita-s.co.jp/ir/news.php,,0
6497,ハマイ,,https://www.hamai-net.com/corporation/ir/index.html,,0
6498,キッツ,,https://www.kitz.co.jp/investor_ir/ir_news/,,1
6501,日立製作所,,https://www.hitachi.co.jp/IR/topics/index.html,,1
6502,東芝,,https://www.global.toshiba/jp/ir/corporate/news.html,,1
6503,三菱電機,,https://www.mitsubishielectric.co.jp/ir/index.html,,1
6504,富士電機,,https://www.fujielectric.co.jp/about/ir/news.html,,1
6505,東洋電機製造,,https://www.toyodenki.co.jp/ir/release.php,,0
6506,安川電機,,https://www.yaskawa.co.jp/ir/news,,1
6507,シンフォニア　テクノロジー,,https://www.sinfo-t.jp/ir/disk.htm,,0
6508,明電舎,,https://www.meidensha.co.jp/ir/ir_02/index.html,,0
6513,（株）オリジン,,https://www.origin.co.jp/news/?nc=ir,,0
6516,山洋電気,,https://www.sanyodenki.co.jp/corporate/information.html,,0
6517,デンヨー,,https://www.denyo.co.jp/ir_news/,,0
6518,三相電機,,https://www.sanso-elec.co.jp/ir/kaijijyoho/,,0
6521,（株）オキサイド,,https://www.opt-oxide.com/ir/news/,,0
6522,（株）アスタリスク,,https://www.asx.co.jp/ir/news/,,0
6523,ＰＨＣホールディングス,,https://www.phchd.com/jp/ir/news,,1
6524,湖北工業,,https://www.kohokukogyo.co.jp/ir/library/,,0
6526,（株）ソシオネクスト,,https://www.socionext.com/jp/ir/,,1
6532,（株）ベイカレント・コンサルティング,,https://www.baycurrent.co.jp/ir/irnews/,,1
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,,https://orchestra-hd.co.jp/ir/ir-news/,,0
6535,（株）アイモバイル,,https://www.i-mobile.co.jp/ir/news/index.html,,0
6537,ＷＡＳＨハウス,,https://corporate.wash-house.jp/ir/ir-news.php,,0
6538,（株）キャリアインデックス,1,,,
6539,（株）ＭＳ－Ｊａｐａｎ,,https://ir.jmsc.co.jp/irnews.html,,0
6540,（株）船場,,https://www.semba1008.co.jp/ja/release/irnews.html,,0
6542,（株）ＦＣホールディングス,,https://www.fchd.jp/ir/backnumber.cfm,,0
6543,（株）日宣,,https://www.nissenad.co.jp/ir/news.html,,0
6544,ジャパンエレベーターサービスＨＤ,,https://www.jes24.co.jp/ir/irnews.html,,1
6545,（株）インターネットインフィニティー,,https://iif.jp/ir/ir_news.html,,0
6546,フルテック,,https://www.fulltech1963.com/ir/irnews/,,0
6547,（株）グリーンズ,,https://www.kk-greens.jp/news,,0
6548,（株）旅工房,,https://about.tabikobo.com/ir/news,,0
6549,ディーエムソリューションズ,,https://www.dm-s.co.jp/ir/news/,,0
6550,Ｕｎｉｐｏｓ,,https://www.unipos.co.jp/ir/news/,,0
6551,（株）ツナググループ・ホールディングス,,https://tghd.co.jp/ir/irnews.html,,0
6552,（株）ＧａｍｅＷｉｔｈ,,https://gamewith.co.jp/ir/news,,0
6554,（株）エスユーエス,,https://www.sus-g.co.jp/ir/ir-news/,,0
6555,（株）ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,,https://ir.msandc.co.jp/ir/news/archive.html?year=2023,2023年用,0
6556,ウェルビー,,https://corporate.welbe.co.jp/ir/irnews/,,0
6557,ＡＩＡＩグループ,,https://aiai-group.co.jp/ir/news/,,0
6558,クックビズ,,https://corp.cookbiz.co.jp/ir/news/,,0
6560,（株）エル・ティー・エス,,https://lt-s.jp/ir/irnews,,0
6561,（株）ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,,http://www.hanatourjapan.jp/ir/news,,0
6562,（株）ジーニー,,https://geniee.co.jp/ir/news/,,0
6563,（株）みらいワークス,,https://mirai-works.co.jp/ir/irnews/,日付が異なる,0
6564,（株）ミダックホールディングス,,https://www.dac-holdings.co.jp/news,,0
6565,ＡＢホテル,,https://www.ab-hotel.jp/company/ir/news/,,0
6566,（株）要興業,,https://www.kaname-k.co.jp/topics/?year=2023#page_content,2023年用,0
6567,（株）ＳＥＲＩＯホールディングス,,https://www.serio-holdings.co.jp/ir/news.html,,0
6568,神戸天然物化学,,https://www.kncweb.co.jp/ir/news.html,,0
6569,日総工産,,https://www.nisso.co.jp/news/,,0
6570,（株）共和コーポレーション,,https://www.kyowa-corp.co.jp/ir/irnews.html,,0
6571,キュービーネットホールディングス,,https://www.qbnet.jp/ir/irnews/,,0
6572,ＲＰＡホールディングス,,https://rpa-holdings.com/ir/irnews/,,0
6573,アジャイルメディア・ネットワーク,,https://agilemedia.jp/ir/news,,0
6574,（株）コンヴァノ,,https://www.convano.com/ir/irnews.html,,0
6577,（株）ベストワンドットコム,,https://www.best1cruise-corp.info/news/,,0
6578,（株）エヌリンクス,,https://www.n-links.co.jp/investors/irnews,,0
6579,ログリー,,https://corp.logly.co.jp/ir/news,,0
6580,（株）ライトアップ,,https://www.writeup.jp/ir/news.html,,0
6584,三桜工業,,https://www.sanoh.com/ja/ir/ir-news/,,0
6586,マキタ,,https://www.makita.co.jp/ir/backno.html,,1
6588,東芝テック,,https://www.toshibatec.co.jp/company/ir/news/,,1
6590,芝浦メカトロニクス,,https://www.shibaura.co.jp/ir/ir_list.html,,0
6592,マブチモーター,,https://www.mabuchi-motor.co.jp/investor/news/,,1
6594,日本電産,,https://www.nidec.com/jp/ir/,,1
6597,ＨＰＣシステムズ,,https://ir.hpc.co.jp/irnews/,,0
6599,エブレン,,https://ebrain.co.jp/ir/,,0
6612,バルミューダ,,https://corp.balmuda.com/news/,,0
6613,（株）ＱＤレーザ,,https://www.qdlaser.com/ir/irnews/,,1
6614,（株）シキノハイテック,,https://www.shikino.co.jp/ir/news/,,0
6615,ユー・エム・シー・エレクトロニクス,,https://www.umc.co.jp/ir/news.html,,0
6616,トレックス・セミコンダクター,,https://ir.torex.co.jp/ja/irnews.html,,0
6617,（株）東光高岳,,https://www.tktk.co.jp/ir/ir-news/,,0
6618,（株）大泉製作所,,https://www.ohizumi-mfg.jp/ir/news.html,,0
6619,ダブル・スコープ,,https://w-scope.co.jp/ir/news.html,,1
6620,宮越ホールディングス,,https://www.miyakoshi-holdings.com/ir/news,,0
6622,ダイヘン,,https://www.daihen.co.jp/ir/,,0
6623,愛知電機,,https://www.aichidenki.jp/ir/news/index.html,,0
6625,ＪＡＬＣＯホールディングス,,https://www.jalco-hd.com/ir/ir_news.html,,0
6626,ＳＥＭＩＴＥＣ,,https://www.semitec.co.jp/news/?tab=ir,,0
6627,（株）テラプローブ,,https://www.teraprobe.com/ir/news/,,0
6629,テクノホライゾン,,https://www.technohorizon.co.jp/news/,,0
6630,ヤーマン,,https://www.ya-man.co.jp/ir-info/ir-library/,,1
6632,（株）ＪＶＣケンウッド,,https://www.jvckenwood.com/jp/ir.html,,1
6633,（株）Ｃ＆Ｇシステムズ,,https://www.cgsys.co.jp/ir/news/,,0
6634,（株）ネクスグループ,,https://www.ncxxgroup.co.jp/irinfo/irnews,,0
6635,（株）大日光・エンジニアリング,,https://www.dne.co.jp/ir/,,0
6637,寺崎電気産業,,https://www.terasaki.co.jp/investor/news/,,0
6638,（株）ミマキエンジニアリング,,https://ir.mimaki.com/information/,,0
6640,Ｉ－ＰＥＸ,,https://corp.i-pex.com/ja/news/ir/latest,,0
6641,日新電機,,https://nissin.jp/ir/news/,,0
6643,戸上電機製作所,,https://www.togami-elec.co.jp/infomation/#irnews,,0
6644,大崎電気工業,,https://www.osaki.co.jp/ja/ir.html,,0
6645,オムロン,,https://www.omron.com/jp/ja/ir/press/,,1
6647,森尾電機,,http://morio.co.jp/ir/index.html,,0
6648,（株）かわでん,,https://www.kawaden.co.jp/contents01/ir/,,0
6651,日東工業,,https://www.nito.co.jp/IR/news/,,0
6652,ＩＤＥＣ,,https://jp.idec.com/idec-jp/ja/JPY/about-IDEC/news/2023,2023年用,0
6653,正興電機製作所,,https://www.seiko-denki.co.jp/news/ir_topics/,,0
6654,不二電機工業,,https://www.fujidk.co.jp/ir/news/,,0
6655,東洋電機,,https://www.toyo-elec.co.jp/news/category/ir/,,0
6656,インスペック,,https://www.inspec21.com/company/ir/library/material,,0
6658,シライ電子工業,,http://www.shiraidenshi.co.jp/homepage/news/index.html,,0
6659,（株）メディアリンクス,,http://jp.medialinks.com/investor-relations/investor-news-archive/,,0
6662,（株）ユビテック,,https://www.ubiteq.co.jp/investor_news/,,0
6663,太洋工業,,https://www.buffett-code.com/company/6663/library,,0
6664,（株）オプトエレクトロニクス,,https://www.opto.co.jp/ir/press_release.html,,0
6666,リバーエレテック,,https://www.river-ele.co.jp/ja/ir/library/,,0
6668,アドテック　プラズマ　テクノロジー,,https://www.adtec-rf.co.jp/category/ir-news/,,1
6670,ＭＣＪ,,https://www.mcj.jp/ir/irnews/,,0
6674,ジーエス・ユアサ　コーポレーション,,https://www.gs-yuasa.com/jp/ir_news/,,1
6675,サクサホールディングス,,https://www.saxa.co.jp/ir/news/,,0
6676,メルコホールディングス,,https://melco-hd.jp/news/index.html,,0
6677,エスケーエレクトロニクス,,https://www.sk-el.co.jp/ir/news.html,,0
6678,テクノメディカ,,https://www.technomedica.co.jp/t01/ir/index.html,,0
6694,（株）ズーム,,https://ir.zoom.co.jp/ja/news.html,,0
6696,（株）トラース・オン・プロダクト,,https://www.traas.co.jp/ir-news/,,0
6697,テックポイント・インク　ＪＤＲ,,https://www.techpoint.co.jp/ir/irnews.php,,0
6698,ヴィスコ・テクノロジーズ,,https://www.visco-tech.com/ir/news/,,0
6699,ダイヤモンドエレクトリックＨＤ,,https://www.diaelec-hd.co.jp/ir_news/,,0
6701,日本電気,,https://jpn.nec.com/press/,,1
6702,富士通,,https://pr.fujitsu.com/jp/ir/news/,,1
6703,沖電気工業,,https://www.oki.com/jp/ir/news/,日付が異なる。年無し,1
6704,岩崎通信機,,https://www.iwatsu.co.jp/ir/news/,,0
6706,電気興業,,https://denkikogyo.co.jp/news/ir/,,0
6707,サンケン電気,,https://www.sanken-ele.co.jp/corp/news/ir.htm,,0
6715,（株）ナカヨ,,https://www.nyc.co.jp/ir/,,0
